Last name,Latin first name,First name,Middle name,Order,Session I,Session II,Session III,Session IV,Wikipedia,Wikidata,VIAF,Worldcat identities,Find a Grave,Catholic Hierarchy,Selected mention,Status,# wikipedia pages,Country of origin/Country represented,Birth year,Death year,Age at start of council,Age at death,Highest Episcopal Title,Sainthood,Important,Photo no reuse,Photo reuse,Change during council,Memoir on the council,Typo,Credibly accused? (USA only),Humanae Vitae,Ethics Watch,Left priesthood,Notes
Moya,Raphael,Rafael,null,OP,1,1,1,1,null,null,http://viaf.org/viaf/89292618,null,null,null,Subject of article,council,0,Spain,1921,null,41,null,null,null,null,null,null,null,null,null,null,null,null,null,
Muehlen,Heribertus,Heribert,null,null,0,0,0,1,https://de.wikipedia.org/wiki/Heribert_M%C3%BChlen,https://www.wikidata.org/wiki/Q89811,http://viaf.org/viaf/84498625,https://worldcat.org/identities/lccn-n81076158/,null,null,Subject of article,council,4,Germany,1927,2006,35,79,null,null,null,https://www.latheotokos.it/programmi/DIZIONARI/TEOLOGI_MARIANI/images/Muhlen.jpg,null,null,null,null,null,null,null,null,involved with the Charismatic Movement
Mulders,Alfonsus,Alphonsus,Joannes Maria,null,1,1,1,1,https://nl.wikipedia.org/wiki/Alphons_Mulders,https://www.wikidata.org/wiki/Q56257742,http://viaf.org/viaf/20756968,https://worldcat.org/identities/lccn-no2007004807/,null,null,null,council,1,Netherlands,1895,1981,67,86,null,null,null,null,null,null,null,null,null,null,null,null,editor-in-chief of Het Missiewerk 
Munoz Vega,Paulus,Pablo,null,SJ,1,1,0,0,https://en.wikipedia.org/wiki/Pablo_Mu%C3%B1oz_Vega,https://www.wikidata.org/wiki/Q545335,http://viaf.org/viaf/3283562,https://worldcat.org/identities/lccn-n85272977/,https://www.findagrave.com/memorial/30639400/pablo-mu%C3%B1oz_vega,http://www.catholic-hierarchy.org/bishop/bmuve.html,null,council,13,Ecuador,1903,1994,59,91,Cardinal,Servant of God,null,null,https://thecatholicnewsarchive.org/?a=d&d=CTR19680621-01.2.106&srpos=1&e=-------en-20--1--txt-txIN-Munoz+Vega-ILLUSTRATION------,appointed bishop,null,null,null,null,null,null,
Mura,Ernestus,Ernest,null,RSV,0,1,1,1,null,https://www.wikidata.org/wiki/Q93252916,http://viaf.org/viaf/257763399,https://worldcat.org/identities/lccn-ns2018001560/,null,null,null,council,0,France,1900,null,62,null,null,null,null,null,null,null,null,null,null,null,null,null,
Murphy,Franciscus Xaverius,Francis,Xavier,CSSR,0,1,1,1,https://en.wikipedia.org/wiki/Francis_X._Murphy,https://www.wikidata.org/wiki/Q673214,http://viaf.org/viaf/94391860,https://worldcat.org/identities/lccn-n79145510/,https://www.findagrave.com/memorial/103069728/francis-xavier-murphy,null,null,council,3,USA,1914,2002,48,88,null,null,yes,https://images.findagrave.com/photos250/photos/2013/3/103069728_135731106858.jpg,null,null,OCLC: 1101376413,null,no,disobedient on contraception/Humanae Vitae,null,null,pseudonym Xavier Rynne
Murray,Eduardus,Edward,null,null,0,0,1,1,null,null,null,null,null,null,Subject of article,council,0,USA,null,null,null,null,null,null,null,https://newspapers.bc.edu/?a=d&d=bcheights19630515.2.5&srpos=7&e=-------en-20--1-byDA.rev-txt-txIN-%22edward+murray%22~1------,null,null,null,null,no,null,null,null,
Murray,Ioannes Courtney,John,Courtney,SJ,0,1,1,1,https://en.wikipedia.org/wiki/John_Courtney_Murray,https://www.wikidata.org/wiki/Q2619214,http://viaf.org/viaf/49251010,https://worldcat.org/identities/lccn-n50026540/,https://www.findagrave.com/memorial/40888057/john-courtney-murray,null,Biography (article),council,7,USA,1904,1967,58,63,null,null,yes,null,https://en.wikipedia.org/wiki/John_Courtney_Murray#/media/File:John_Courtney_Murray.jpg,null,null,"yes (name is: Courtney, Murray)",no,null,null,null,
Nabuco,Ioachim,Joachin,null,null,1,1,1,1,null,https://www.wikidata.org/wiki/Q93269976,http://viaf.org/viaf/89255976,null,null,null,null,council,0,Brazil,1894,null,68,null,null,null,null,null,https://thecatholicnewsarchive.org/?a=d&d=cwp19420919-01.2.2&srpos=14&e=-------en-20--1--txt-txIN-Nabuco-------,null,null,null,null,null,null,null,spelling of first name unclear
Naud,Andreas,Andre,null,null,0,1,1,1,https://fr.wikipedia.org/wiki/Andr%C3%A9_Naud,https://www.wikidata.org/wiki/Q2848347,http://viaf.org/viaf/33318020,https://worldcat.org/identities/lccn-n81051632/,null,null,Encyclopedia entry,council,1,Canada,1925,2002,37,77,null,null,null,null,null,null,null,null,null,disobedient on contraception/Humanae Vitae,null,null,
Neuner,Ioseph,Josef,null,SJ,0,1,1,1,https://de.wikipedia.org/wiki/Josef_Neuner,https://www.wikidata.org/wiki/Q1367566,http://viaf.org/viaf/62023868/,https://worldcat.org/identities/lccn-n82159068/,https://www.findagrave.com/memorial/65537541/josef-neuner,null,Obituary,council,1,Austria,1908,2009,54,101,null,null,null,https://images.findagrave.com/photos250/photos/2011/42/65537541_129750396297.jpg,null,null,null,null,null,null,null,null,spiritual advisor to mother teresa
Nicolau,Michael,Miguel,null,SJ,0,0,0,1,null,https://www.wikidata.org/wiki/Q86441675,http://viaf.org/viaf/4719,https://worldcat.org/identities/viaf-305132654/,null,null,null,council,0,Spain,1905,1987,57,82,null,null,null,null,null,null,OCLC: 1379761,null,no,null,null,null,
Novarese,Aloisius,Luigi,null,null,0,0,0,1,https://en.wikipedia.org/wiki/Luigi_Novarese,https://www.wikidata.org/wiki/Q3839949,http://viaf.org/viaf/232293065,https://worldcat.org/identities/lccn-no2012021509/,https://www.findagrave.com/memorial/174155536/luigi-novarese,null,null,council,5,Italy,1914,1984,48,70,null,Blessed,null,null,https://en.wikipedia.org/wiki/Luigi_Novarese#/media/File:Monsignor_Luigi_Novarese.png,null,null,null,null,null,null,null,
O'Connel,Ioannes,null,null,null,1,1,1,1,null,null,null,null,null,null,null,council,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
O'Connell,Michael,null,null,null,0,0,0,1,null,null,null,null,null,null,null,council,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
O'Connor,David,David,null,MSSST,1,1,1,1,null,null,http://viaf.org/viaf/102328935,null,https://www.findagrave.com/memorial/60212929/david-f-o'connor,null,null,council,0,USA,1928,2009,34,81,null,null,null,null,https://thecatholicnewsarchive.org/?a=d&d=CAC19630920-01.2.56&srpos=1&e=------196-en-20--1--txt-txIN-%22david+O%27Connor%22-------,null,null,null,no,null,null,null,
O'Keefe,Dermot L.,Dermont,null,null,0,1,1,1,null,null,http://viaf.org/viaf/307393942,null,null,null,null,council,0,Canada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,obedient on gay marriage,null,
O'Mara,Ioannes,John,Aloysius,null,1,1,1,1,https://en.wikipedia.org/wiki/John_Aloysius_O%27Mara,https://www.wikidata.org/wiki/Q1699133,null,null,https://www.findagrave.com/memorial/238496327/john-aloysius-o'mara,https://www.catholic-hierarchy.org/bishop/bomara.html,Mentioned in article,council,4,Canada,1924,2022,38,98,Bishop,null,null,null,null,null,null,null,null,null,null,null,
Olivier,Bernardus,Bernard,null,OP,0,1,1,1,null,null,http://viaf.org/viaf/34461156,https://worldcat.org/identities/lccn-n86125583/,null,null,null,council,0,France,1940,null,22,null,null,null,null,null,null,null,9782845860797 and 9781579921194,null,null,null,null,null,
Olmedo,Daniel,Daniel,null,SJ,0,1,1,1,null,null,http://viaf.org/viaf/77634032,https://worldcat.org/identities/lccn-n81053980/,null,null,null,council,0,Mexico,null,null,null,null,null,null,null,null,https://thecatholicnewsarchive.org/?a=d&d=cwp19380521-01.2.6&srpos=7&e=-------en-20--1--txt-txIN-Olmedo-------,null,null,null,null,null,null,null,
Onclin,Villelmus,William,null,null,1,1,1,1,https://es.wikipedia.org/wiki/Willy_Onclin,https://www.wikidata.org/wiki/Q59530553,http://viaf.org/viaf/46984710,https://worldcat.org/identities/lccn-n2004102115/,null,null,Chair in his name,council,1,Belgium,1905,1989,57,84,null,null,null,null,null,null,null,null,null,null,null,null,
Osterreicher,,John M.,M,null,null,null,null,null,https://en.wikipedia.org/wiki/John_M._Oesterreicher,https://www.wikidata.org/wiki/Q87126,http://viaf.org/viaf/104220995,http://viaf.org/viaf/104220995,null,null,Subject of article,private,4,Austro-Hungary,1904,1993,58,89,null,null,null,null,null,null,OCLC: 1145294464,null,null,null,null,null,
Overath,Ioannes,Johannes,null,null,1,1,1,1,https://de.wikipedia.org/wiki/Johannes_Overath,https://www.wikidata.org/wiki/Q18223324,http://viaf.org/viaf/88955060/,https://worldcat.org/identities/lccn-n83197364/,https://www.findagrave.com/memorial/184490767/johannes-overath,null,Subject of article,council,2,Germany,1913,2002,49,89,null,null,null,https://cf.katholisch.de/kna_254016_overath.jpg,null,null,null,null,null,null,null,null,"musician, lobbyist"
Pagani,Caesar,Cesare,null,null,0,0,0,1,https://it.wikipedia.org/wiki/Cesare_Pagani,https://www.wikidata.org/wiki/Q60981691,http://viaf.org/viaf/81092959,https://worldcat.org/identities/viaf-81092959/,null,https://www.catholic-hierarchy.org/bishop/bpagani.html,Obituary,council,1,Italy,1921,1988,41,67,Bishop,null,null,null,https://it.wikipedia.org/wiki/Cesare_Pagani#/media/File:Cesare_Pagani_(cropped).jpg,null,null,null,null,null,null,null,
Paik,Dionysius,Dionysius,null,null,0,1,1,1,null,null,null,null,null,null,Mentioned in article,council,0,South Korea,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Papali,Cyrillus,Cyril,Bernard,OCD,1,1,1,1,https://en.wikipedia.org/wiki/Cyril_Bernard_Papali,https://www.wikidata.org/wiki/Q5200640,http://viaf.org/viaf/281400321,https://worldcat.org/identities/viaf-281400321/,null,null,null,council,1,India,1902,1981,60,79,null,null,null,null,https://en.wikipedia.org/wiki/Cyril_Bernard_Papali#/media/File:Cyrilpapali.jpg,null,null,null,null,null,null,null,
Paradis,Vilfridus,Wilfrid,Henry,null,1,1,1,1,null,https://www.wikidata.org/wiki/Q113730021,http://viaf.org/viaf/68120076,https://worldcat.org/identities/lccn-n92026566/,https://www.findagrave.com/memorial/231229736/wilfrid-h-paradis,null,Obituary,council,0,USA,1922,2013,40,91,null,null,null,https://www.ncronline.org/files/stories/images/07192013p11pha.jpg,null,null,null,null,no,null,null,null,"combat medic, liaison to the White House, wrote landmark book on New Hampshire history"
Pascoli,Plinius,Plinio,null,null,1,1,1,1,https://de.wikipedia.org/wiki/Plinio_Pascoli,https://www.wikidata.org/wiki/Q5484914,null,null,null,https://www.catholic-hierarchy.org/bishop/bpascoli.html,null,council,2,Italy,1905,1999,57,94,Bishop,null,null,null,null,null,null,null,null,null,null,null,
Pasquazi,Ioseph,Giuseppe,null,null,1,1,1,1,null,null,http://viaf.org/viaf/61933856,https://worldcat.org/identities/lccn-n2016000181/,null,null,Mentioned in article,council,0,Italy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Pavan,Petrus,Pietro,null,null,1,1,1,1,https://it.wikipedia.org/wiki/Pietro_Pavan,https://www.wikidata.org/wiki/Q1234694,http://viaf.org/viaf/84003179,https://worldcat.org/identities/lccn-n90680053/,https://www.findagrave.com/memorial/8315672/pietro-pavan,https://www.catholic-hierarchy.org/bishop/bpavan.html,Obituary,council,13,Italy,1903,1994,59,91,Cardinal,null,null,null,https://it.wikipedia.org/wiki/Pietro_Pavan#/media/File:Cardinal_Pietro_Pavan.jpg,null,null,null,null,null,null,null,
Paventi,Xaverius,Saverio,null,null,1,1,1,1,null,null,http://viaf.org/viaf/11878887,https://worldcat.org/identities/lccn-no93020574/,null,null,null,council,0,Italy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Pecoraio,Eduardus,Edoardo,null,null,1,1,1,1,https://en.wikipedia.org/wiki/Edoardo_Pecoraio,https://www.wikidata.org/wiki/Q64733397,http://viaf.org/viaf/316469861,https://worldcat.org/identities/viaf-316469861/,null,http://www.catholic-hierarchy.org/bishop/bpecoraio.html,null,council,3,Italy,1910,1986,52,76,Bishop,null,null,null,null,null,null,null,null,null,null,null,retired after 2 years
Peeters,Hermes,Hermes,null,OFM,1,1,1,1,null,null,http://viaf.org/viaf/235645029,https://worldcat.org/identities/lccn-n85284105/,null,null,null,council,0,Belgium,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Peinador Navarro,Antonius,Antonio,null,CMF,1,1,1,1,null,https://www.wikidata.org/wiki/Q93250020,http://viaf.org/viaf/163296515,https://worldcat.org/identities/lccn-ns2017000915/,null,null,null,council,0,Spain,1904,null,58,null,null,null,null,null,null,null,null,"yes (religious order spelled as CFM,, missing part of last name)",null,null,null,null,wrote newspaper column
Permentier,Villelmus,null,null,null,0,1,1,1,null,null,null,null,null,null,null,council,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Perreault,Haimo-Maria,Aimon-Marie,null,OP,1,1,1,1,null,null,http://viaf.org/viaf/37161816173227721017,null,null,null,null,council,0,Canada,1924,2003,38,79,null,null,null,null,null,null,null,null,no,null,null,null,
Persich,Nicolaus,Nicholas,E,CM,1,1,1,1,null,null,http://viaf.org/viaf/89280464,https://www.worldcat.org/identities/viaf-89280464/,null,null,Obituary,council,0,USA,1922,2005,40,83,null,null,null,null,null,null,null,yes (missing order),no,null,null,null,
Pfister,Paulus,Paul,null,SJ,0,1,1,1,null,null,http://viaf.org/viaf/1082159234724703372426,https://www.worldcat.org/identities/viaf-1082159234724703372426/,null,null,null,council,0,Germany,null,null,null,null,null,null,null,null,null,null,null,null,no,null,null,null,
Philipon,Michael,Marie-Michel,null,OP,0,1,1,1,null,https://www.wikidata.org/wiki/Q85809510,http://viaf.org/viaf/101694581,https://worldcat.org/identities/lccn-no2001072509/,null,null,Subject of article,council,0,France,1898,1972,64,74,null,null,null,null,null,null,OCLC: 227672,null,null,null,null,null,
Philips,Gerardus,Gerard,null,null,1,1,1,1,https://fr.wikipedia.org/wiki/Gerard_Philips,https://www.wikidata.org/wiki/Q3780258,http://viaf.org/viaf/7412346,https://worldcat.org/identities/lccn-n87832755/,null,null,Subject of video,council,4,Belgium,1899,1972,63,73,null,null,null,https://australiancardijninstitute.org/wp-content/uploads/2022/09/Gerard-Philips-724x1024.png,null,null,9789042917934,null,null,null,null,null,senator
Phillipa,,nodata,null,null,null,null,null,null,null,null,null,null,null,null,Mentioned in article,private,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Pietrobelli,Angelus,Angelo,null,null,1,1,1,1,null,null,null,null,null,null,Subject of article,council,0,Italy,null,2002,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Pinna,Ioannes,Giovanni,null,null,1,1,1,1,null,null,http://viaf.org/viaf/89321965,https://worldcat.org/identities/viaf-89321965/,null,null,Mentioned in article,council,0,Italy,1906,1971,56,65,null,null,null,null,null,null,null,null,null,null,null,null,
Piolanti,Antonius,Antonio,null,null,1,1,1,1,https://it.wikipedia.org/wiki/Antonio_Piolanti,https://www.wikidata.org/wiki/Q604237,http://viaf.org/viaf/32105,https://worldcat.org/identities/lccn-n79008249/,null,null,Subject of article,council,4,Italy,1911,2001,51,90,null,null,null,http://3.bp.blogspot.com/-sddIy3Tjdes/UbeJKGL3RlI/AAAAAAAAGsA/6RhXbvkohP8/s320/Piolanti.jpeg,null,null,null,null,null,null,null,null,
Piovesana,Aloisius,Luigi,null,null,0,1,1,1,null,null,null,null,null,null,Mentioned in book,council,0,Italy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Pironio,Eduardus,Eduardo,null,null,0,1,1,1,https://en.wikipedia.org/wiki/Eduardo_Francisco_Pironio,https://www.wikidata.org/wiki/Q638961,http://viaf.org/viaf/30806886/,https://worldcat.org/identities/lccn-n79005574/,https://www.findagrave.com/memorial/30767680/eduardo-francisco-pironio,https://www.catholic-hierarchy.org/bishop/bpironio.html,null,council,14,Argentina,1920,1998,42,78,Cardinal,Venerable,null,null,https://en.wikipedia.org/wiki/Eduardo_Francisco_Pironio#/media/File:Eduardo_Francisco_Pironio.jpg,appointed bishop,null,null,null,null,null,null,
Podipara,Placido A S. Ioseph,Placid Joseph,null,Carm BMVI,1,1,1,1,https://en.wikipedia.org/wiki/Placid_J._Podipara,https://www.wikidata.org/wiki/Q2097894,http://viaf.org/viaf/65065952,https://www.worldcat.org/identities/lccn-n50019503/,null,null,null,council,2,India,1899,1985,63,86,null,null,null,null,https://www.wikidata.org/wiki/Q2097894#/media/File:Placidachan1-217x300.gif,null,null,"yes (""Placido a S. Ioseph"")",null,null,null,null,
Pogacnik,,Jozef,null,null,null,null,null,null,https://sl.wikipedia.org/wiki/Jo%C5%BEef_Poga%C4%8Dnik,https://www.wikidata.org/wiki/Q12792982,http://viaf.org/viaf/8214154441759735460002,https://www.worldcat.org/identities/lccn-n2020048985/,https://www.findagrave.com/memorial/55183021/jo%C5%BEef-poga%C4%8Dnik,https://www.catholic-hierarchy.org/bishop/bpogacnik.html,Subject of article,private,3,Yugoslavia,1902,1980,60,78,Bishop,null,null,null,https://sl.wikipedia.org/wiki/Jo%C5%BEef_Poga%C4%8Dnik#/media/Slika:Jo%C5%BEef_Poga%C4%8Dnik_1920s.jpg,appointed bishop,null,null,null,null,null,null,
Polzin,Ludovicus,Ludwig,null,null,0,1,0,0,https://de.wikipedia.org/wiki/Ludwig_Polzin,https://www.wikidata.org/wiki/Q1247483,http://viaf.org/viaf/218645756,https://worldcat.org/identities/viaf-218645756/,https://www.findagrave.com/memorial/238390965/ludwig-polzin,null,Biography (article),council,1,Germany,1892,1964,70,72,null,null,null,https://kulturstiftung.org/wp-content/uploads/2012/02/polzlu92.jpg,null,died,null,null,null,null,null,null,soldier in WWI
Powers,,Raymond,T,null,null,null,null,null,null,null,null,null,null,null,Subject of article,private,0,USA,null,1998,null,null,null,null,null,null,null,null,null,null,no,null,null,null,
Pozzi,Renatus,Renato,null,null,1,1,1,1,null,https://www.wikidata.org/wiki/Q111671575,http://viaf.org/viaf/306115238,https://worldcat.org/identities/lccn-no2003106483/,null,null,Mentioned in article,council,0,Italy,1920,1973,42,53,null,null,null,null,null,null,null,null,null,null,null,null,
Prignon,Albertus,Albert,null,null,0,1,1,1,null,https://www.wikidata.org/wiki/Q85814430,http://viaf.org/viaf/237105,https://worldcat.org/identities/lccn-nb2003079102/,null,null,Biography (article),council,0,Belgium,1919,2000,43,81,null,null,null,http://volgconcilie.be/UploadedImages/deelnemers/prignon_93HSYjPdeb1FbOOf.jpg,null,null,9789042912977,null,null,null,null,null,
